date;heure;PM25;PM10;O3;NO2;CO
22/11/2016;7;6;17;11;61;300
22/11/2016;8;5;19;8;71;300
22/11/2016;9;8;22;11;68;400
22/11/2016;10;9;26;17;58;300
22/11/2016;11;9;21;17;54;300
22/11/2016;12;11;23;25;47;300
22/11/2016;13;9;21;29;42;300
22/11/2016;14;11;23;22;46;300
22/11/2016;15;9;20;22;47;300
22/11/2016;16;9;21;16;56;300
22/11/2016;17;6;18;7;64;300
22/11/2016;18;10;20;3;70;400
22/11/2016;19;11;21;3;70;500
22/11/2016;20;11;22;2;74;500
22/11/2016;21;16;25;3;72;400
22/11/2016;22;16;23;3;70;500
22/11/2016;23;14;20;7;55;300
22/11/2016;24;14;17;3;61;400
23/11/2016;1;15;17;3;60;400
23/11/2016;2;18;22;3;55;300
23/11/2016;3;14;20;17;38;300
23/11/2016;4;7;14;26;29;200
23/11/2016;5;8;8;25;30;200
23/11/2016;6;7;7;16;43;200
23/11/2016;7;14;13;5;51;300
23/11/2016;8;14;15;3;55;300
23/11/2016;9;15;20;3;56;400
23/11/2016;10;17;24;4;53;400
23/11/2016;11;19;26;5;53;400
23/11/2016;12;20;29;5;55;500
23/11/2016;13;22;32;6;55;500
23/11/2016;14;23;37;5;53;400
23/11/2016;15;19;30;5;52;400
23/11/2016;16;17;29;3;56;500
23/11/2016;17;16;27;3;58;500
23/11/2016;18;18;28;3;60;600
23/11/2016;19;20;31;3;64;800
23/11/2016;20;21;28;2;60;500
23/11/2016;21;16;21;3;51;400
23/11/2016;22;14;19;2;46;400
23/11/2016;23;15;21;2;47;400
23/11/2016;24;15;20;2;48;400
24/11/2016;1;14;19;2;46;300
24/11/2016;2;14;20;2;41;300
24/11/2016;3;14;19;2;38;300
24/11/2016;4;17;23;2;40;300
24/11/2016;5;18;23;2;44;400
24/11/2016;6;18;25;2;45;400
24/11/2016;7;16;24;2;50;400
24/11/2016;8;18;27;2;54;500
24/11/2016;9;18;26;3;55;600
24/11/2016;10;18;32;4;54;500
24/11/2016;11;19;31;4;56;500
24/11/2016;12;17;35;5;55;400
24/11/2016;13;19;33;6;53;400
24/11/2016;14;19;35;5;53;400
24/11/2016;15;20;30;5;50;400
24/11/2016;16;23;45;2;52;400
24/11/2016;17;27;51;2;50;400
24/11/2016;18;26;38;2;50;400
24/11/2016;19;26;34;2;49;500
24/11/2016;20;28;33;2;48;400
24/11/2016;21;n/d;n/d;n/d;47;400
24/11/2016;22;23;32;2;47;400
24/11/2016;23;23;31;2;46;300
24/11/2016;24;23;32;2;45;300
25/11/2016;1;25;31;2;43;300
25/11/2016;2;26;32;2;41;300
25/11/2016;3;29;33;3;38;300
25/11/2016;4;27;31;4;36;300
25/11/2016;5;25;29;4;35;300
25/11/2016;6;24;30;2;40;300
25/11/2016;7;24;32;2;41;300
25/11/2016;8;27;31;2;41;400
25/11/2016;9;29;34;2;43;400
25/11/2016;10;29;37;3;40;400
25/11/2016;11;25;33;5;39;400
25/11/2016;12;25;32;4;39;400
25/11/2016;13;27;35;4;39;400
25/11/2016;14;26;34;4;40;400
25/11/2016;15;24;32;3;41;400
25/11/2016;16;24;30;3;43;400
25/11/2016;17;22;28;3;44;400
25/11/2016;18;19;26;3;43;400
25/11/2016;19;21;28;3;44;400
25/11/2016;20;22;28;4;43;400
25/11/2016;21;24;28;4;41;400
25/11/2016;22;26;31;3;44;500
25/11/2016;23;28;34;3;41;500
25/11/2016;24;26;32;2;41;500
26/11/2016;1;25;31;2;38;400
26/11/2016;2;25;30;2;37;400
26/11/2016;3;23;27;2;34;300
26/11/2016;4;22;27;2;32;300
26/11/2016;5;24;25;2;31;300
26/11/2016;6;23;27;2;32;300
26/11/2016;7;23;28;2;32;400
26/11/2016;8;24;28;2;32;400
26/11/2016;9;24;33;2;34;400
26/11/2016;10;27;34;3;34;400
26/11/2016;11;27;35;4;33;400
26/11/2016;12;29;33;4;36;400
26/11/2016;13;32;35;4;36;400
26/11/2016;14;34;36;4;38;400
26/11/2016;15;33;39;4;41;400
26/11/2016;16;29;38;3;42;400
26/11/2016;17;29;35;2;39;400
26/11/2016;18;30;32;3;40;400
26/11/2016;19;29;34;3;39;400
26/11/2016;20;30;37;2;41;400
26/11/2016;21;33;39;2;41;500
26/11/2016;22;34;40;2;39;400
26/11/2016;23;34;39;2;38;400
26/11/2016;24;32;37;2;35;400
27/11/2016;1;33;36;2;35;400
27/11/2016;2;32;36;2;34;400
27/11/2016;3;30;37;2;35;400
27/11/2016;4;30;35;2;36;400
27/11/2016;5;30;36;2;38;400
27/11/2016;6;31;37;2;40;400
27/11/2016;7;31;37;2;42;400
27/11/2016;8;33;39;3;42;400
27/11/2016;9;34;40;4;40;400
27/11/2016;10;37;43;6;40;400
27/11/2016;11;38;42;10;42;400
27/11/2016;12;34;39;13;42;300
27/11/2016;13;33;38;18;35;300
27/11/2016;14;33;38;22;37;300
27/11/2016;15;25;31;15;45;300
27/11/2016;16;27;36;8;48;300
27/11/2016;17;29;32;5;55;300
27/11/2016;18;29;34;7;56;300
27/11/2016;19;27;34;14;54;300
27/11/2016;20;22;34;19;48;300
27/11/2016;21;19;29;43;29;200
27/11/2016;22;10;15;50;21;200
27/11/2016;23;8;13;47;22;200
27/11/2016;24;8;12;37;29;200
28/11/2016;1;8;14;39;26;100
28/11/2016;2;7;14;35;22;200
28/11/2016;3;8;14;33;22;200
28/11/2016;4;10;18;32;20;200
28/11/2016;5;12;20;29;22;200
28/11/2016;6;14;23;20;32;200
28/11/2016;7;13;22;11;44;200
28/11/2016;8;14;21;10;50;200
28/11/2016;9;13;22;13;50;200
28/11/2016;10;11;19;26;36;200
28/11/2016;11;8;18;35;28;200
28/11/2016;12;9;15;42;23;200
28/11/2016;13;9;12;46;21;100
28/11/2016;14;7;13;48;22;100
28/11/2016;15;5;12;48;22;100
28/11/2016;16;5;12;43;29;100
28/11/2016;17;5;11;32;41;200
28/11/2016;18;6;11;24;50;200
28/11/2016;19;7;12;23;49;200
28/11/2016;20;8;13;21;49;200
28/11/2016;21;9;10;24;43;200
28/11/2016;22;7;13;33;31;200
28/11/2016;23;6;15;30;31;100
28/11/2016;24;7;11;28;30;200
29/11/2016;1;6;10;29;27;200
29/11/2016;2;6;10;30;25;200
29/11/2016;3;6;10;28;26;200
29/11/2016;4;8;9;26;27;200
29/11/2016;5;8;8;20;35;200
29/11/2016;6;8;10;13;46;200
29/11/2016;7;8;13;6;55;200
29/11/2016;8;9;13;6;56;300
29/11/2016;9;9;17;10;52;300
29/11/2016;10;10;19;20;41;300
29/11/2016;11;11;21;27;34;200
29/11/2016;12;11;21;27;35;200
29/11/2016;13;12;22;26;37;200
29/11/2016;14;12;18;28;39;300
29/11/2016;15;11;20;18;45;300
29/11/2016;16;11;20;12;51;300
29/11/2016;17;12;17;6;58;300
29/11/2016;18;12;20;5;60;300
29/11/2016;19;15;21;5;62;400
29/11/2016;20;18;23;4;65;500
29/11/2016;21;19;28;4;63;400
29/11/2016;22;19;26;5;59;400
29/11/2016;23;16;22;9;53;300
29/11/2016;24;17;20;7;55;300
30/11/2016;1;17;22;5;56;400
30/11/2016;2;20;29;4;61;500
30/11/2016;3;20;32;3;55;400
30/11/2016;4;20;23;3;51;400
30/11/2016;5;18;22;3;55;400
30/11/2016;6;19;25;3;60;500
30/11/2016;7;22;28;2;73;600
30/11/2016;8;25;41;4;86;800
30/11/2016;9;32;48;4;86;800
30/11/2016;10;n/d;66;4;87;800
30/11/2016;11;34;63;5;82;700
30/11/2016;12;36;70;5;98;800
30/11/2016;13;44;66;5;108;800
30/11/2016;14;50;82;4;111;900
30/11/2016;15;54;86;4;113;800
30/11/2016;16;51;83;4;112;800
30/11/2016;17;49;82;4;108;800
30/11/2016;18;46;77;4;109;900
30/11/2016;19;48;77;4;101;1000
30/11/2016;20;50;78;4;101;1000
30/11/2016;21;54;79;5;100;900
30/11/2016;22;50;70;5;114;1200
30/11/2016;23;64;86;5;117;1400
30/11/2016;24;66;89;5;126;1700
01/12/2016;1;75;99;7;138;1900
01/12/2016;2;92;118;6;115;1600
01/12/2016;3;80;100;6;111;1500
01/12/2016;4;87;105;5;115;1800
01/12/2016;5;95;114;5;114;1900
01/12/2016;6;85;104;5;116;1700
01/12/2016;7;92;116;5;139;2100
01/12/2016;8;107;132;5;160;2200
01/12/2016;9;108;140;4;175;2400
01/12/2016;10;107;149;4;206;2400
01/12/2016;11;120;179;4;233;2400
01/12/2016;12;131;215;5;220;2300
01/12/2016;13;115;160;4;141;1300
01/12/2016;14;72;93;5;93;600
01/12/2016;15;49;67;5;85;500
01/12/2016;16;57;94;3;90;600
01/12/2016;17;56;89;3;88;600
01/12/2016;18;51;69;3;86;700
01/12/2016;19;56;68;4;86;800
01/12/2016;20;60;74;4;104;1100
01/12/2016;21;64;82;4;88;800
01/12/2016;22;59;70;4;75;600
01/12/2016;23;62;69;4;75;700
01/12/2016;24;63;71;3;69;600
02/12/2016;1;61;70;2;67;600
02/12/2016;2;62;71;2;68;700
02/12/2016;3;63;70;2;68;700
02/12/2016;4;62;70;3;68;800
02/12/2016;5;61;70;3;70;700
02/12/2016;6;59;69;2;70;600
02/12/2016;7;73;92;5;152;2100
02/12/2016;8;115;142;3;153;2100
02/12/2016;9;110;141;2;125;1600
02/12/2016;10;68;95;2;81;800
02/12/2016;11;56;81;2;n/d;1000
02/12/2016;12;63;91;n/d;n/d;n/d
02/12/2016;13;67;95;3;79;700
02/12/2016;14;60;75;3;69;500
02/12/2016;15;52;65;3;65;500
02/12/2016;16;47;59;2;66;500
02/12/2016;17;47;61;2;62;500
02/12/2016;18;48;59;2;63;500
02/12/2016;19;46;59;3;66;600
02/12/2016;20;45;59;3;66;600
02/12/2016;21;42;54;3;64;500
02/12/2016;22;41;53;2;64;500
02/12/2016;23;39;52;2;59;500
02/12/2016;24;37;46;2;56;400
03/12/2016;1;33;41;4;54;300
03/12/2016;2;32;40;3;53;300
03/12/2016;3;35;40;2;49;300
03/12/2016;4;37;40;2;46;300
03/12/2016;5;35;38;3;42;300
03/12/2016;6;32;36;4;38;300
03/12/2016;7;31;34;4;37;300
03/12/2016;8;29;30;5;38;300
03/12/2016;9;26;31;7;37;300
03/12/2016;10;24;32;18;29;300
03/12/2016;11;19;27;29;27;200
03/12/2016;12;17;21;34;24;200
03/12/2016;13;15;23;35;27;200
03/12/2016;14;14;20;38;27;200
03/12/2016;15;13;21;34;30;200
03/12/2016;16;12;20;34;32;200
03/12/2016;17;12;18;27;39;200
03/12/2016;18;12;21;16;51;300
03/12/2016;19;16;22;7;64;400
03/12/2016;20;18;24;6;66;400
03/12/2016;21;22;27;7;63;400
03/12/2016;22;21;25;9;56;300
03/12/2016;23;18;25;13;50;300
03/12/2016;24;13;20;19;40;300
04/12/2016;1;12;16;18;40;300
04/12/2016;2;12;17;15;41;300
04/12/2016;3;12;18;18;36;300
04/12/2016;4;11;15;16;36;300
04/12/2016;5;11;16;12;39;300
04/12/2016;6;10;17;12;37;300
04/12/2016;7;12;16;10;38;300
04/12/2016;8;12;18;8;39;300
04/12/2016;9;15;19;13;34;300
04/12/2016;10;16;18;17;29;300
04/12/2016;11;19;23;18;29;300
04/12/2016;12;23;31;21;28;300
04/12/2016;13;27;34;17;35;400
04/12/2016;14;30;34;18;35;400
04/12/2016;15;30;33;14;37;400
04/12/2016;16;29;34;9;43;400
04/12/2016;17;28;34;5;47;400
04/12/2016;18;31;35;4;49;500
04/12/2016;19;35;38;4;48;500
04/12/2016;20;37;42;4;50;500
04/12/2016;21;39;42;4;49;500
04/12/2016;22;37;43;4;53;600
04/12/2016;23;42;50;3;53;700
04/12/2016;24;43;45;3;54;700
05/12/2016;1;38;41;3;42;400
05/12/2016;2;32;32;5;35;400
05/12/2016;3;29;30;6;32;400
05/12/2016;4;29;29;5;31;300
05/12/2016;5;30;31;4;32;300
05/12/2016;6;32;29;3;37;400
05/12/2016;7;31;36;2;43;400
05/12/2016;8;34;41;2;44;400
05/12/2016;9;36;45;4;48;500
05/12/2016;10;39;51;6;57;600
05/12/2016;11;43;62;5;63;600
05/12/2016;12;47;69;5;61;500
05/12/2016;13;46;66;5;63;500
05/12/2016;14;48;67;4;70;600
05/12/2016;15;49;72;4;73;600
05/12/2016;16;48;69;3;74;700
05/12/2016;17;45;68;2;77;700
05/12/2016;18;46;65;3;76;900
05/12/2016;19;46;64;3;74;800
05/12/2016;20;46;62;3;78;1000
05/12/2016;21;48;65;3;69;800
05/12/2016;22;49;63;4;63;700
05/12/2016;23;50;59;1;57;700
05/12/2016;24;48;58;1;54;600
06/12/2016;1;48;58;2;52;600
06/12/2016;2;47;56;1;51;600
06/12/2016;3;47;56;2;51;700
06/12/2016;4;51;56;2;50;800
06/12/2016;5;56;62;2;50;800
06/12/2016;6;54;61;2;47;700
06/12/2016;7;51;61;1;50;600
06/12/2016;8;50;64;1;56;700
06/12/2016;9;53;74;2;60;800
06/12/2016;10;54;78;3;67;800
06/12/2016;11;59;88;4;66;700
06/12/2016;12;63;87;4;72;800
06/12/2016;13;65;89;4;81;800
06/12/2016;14;63;86;4;86;800
06/12/2016;15;63;91;3;91;800
06/12/2016;16;59;89;2;88;800
06/12/2016;17;58;89;2;89;900
06/12/2016;18;60;90;1;82;900
06/12/2016;19;54;74;1;75;800
06/12/2016;20;57;75;3;84;1100
06/12/2016;21;65;85;3;85;1100
06/12/2016;22;62;83;3;67;800
06/12/2016;23;55;67;2;61;700
06/12/2016;24;55;63;2;57;700
07/12/2016;1;51;60;2;54;600
07/12/2016;2;50;58;1;48;600
07/12/2016;3;51;57;1;43;600
07/12/2016;4;50;58;1;41;600
07/12/2016;5;50;56;1;40;500
07/12/2016;6;46;53;2;42;600
07/12/2016;7;46;56;2;47;600
07/12/2016;8;50;63;2;56;700
07/12/2016;9;55;71;2;66;900
07/12/2016;10;57;80;3;62;800
07/12/2016;11;56;79;4;67;800
07/12/2016;12;60;83;3;69;800
07/12/2016;13;65;85;4;74;800
07/12/2016;14;64;88;4;76;800
07/12/2016;15;58;79;3;75;700
07/12/2016;16;50;71;2;77;700
07/12/2016;17;47;68;2;79;800
07/12/2016;18;52;75;1;78;900
07/12/2016;19;54;74;2;72;900
07/12/2016;20;53;71;2;69;800
07/12/2016;21;51;64;3;70;800
07/12/2016;22;55;70;3;77;1000
07/12/2016;23;57;71;1;68;900
07/12/2016;24;53;63;2;59;800
08/12/2016;1;51;57;2;55;700
08/12/2016;2;47;54;2;52;600
08/12/2016;3;48;53;6;47;600
08/12/2016;4;47;51;6;44;600
08/12/2016;5;45;51;7;46;600
08/12/2016;6;46;54;4;51;600
08/12/2016;7;48;57;4;56;700
08/12/2016;8;51;63;6;64;800
08/12/2016;9;53;69;5;68;900
08/12/2016;10;56;78;6;65;800
08/12/2016;11;55;77;6;60;700
08/12/2016;12;51;66;6;60;500
08/12/2016;13;46;56;6;60;500
08/12/2016;14;40;52;5;68;500
08/12/2016;15;36;53;5;72;400
08/12/2016;16;30;45;2;81;600
08/12/2016;17;32;54;2;83;700
08/12/2016;18;33;49;2;95;800
08/12/2016;19;32;49;3;96;800
08/12/2016;20;33;47;3;90;800
08/12/2016;21;34;43;2;82;700
08/12/2016;22;32;43;2;76;600
08/12/2016;23;34;46;2;78;800
08/12/2016;24;42;55;2;79;900
09/12/2016;1;41;55;1;64;700
09/12/2016;2;38;49;1;56;600
09/12/2016;3;34;42;1;51;600
09/12/2016;4;33;38;1;49;500
09/12/2016;5;33;38;2;48;500
09/12/2016;6;32;42;3;54;500
09/12/2016;7;34;44;3;68;600
09/12/2016;8;39;51;2;73;700
09/12/2016;9;39;55;4;73;800
09/12/2016;10;42;62;5;78;800
09/12/2016;11;41;63;5;70;600
09/12/2016;12;36;50;11;70;500
09/12/2016;13;41;55;10;73;500
09/12/2016;14;40;56;10;73;600
09/12/2016;15;36;52;10;67;400
09/12/2016;16;32;45;8;69;400
09/12/2016;17;31;44;5;77;600
09/12/2016;18;34;47;7;85;700
09/12/2016;19;35;49;7;85;800
09/12/2016;20;37;53;7;82;700
09/12/2016;21;41;56;5;88;800
09/12/2016;22;45;59;7;80;800
09/12/2016;23;46;56;8;75;700
09/12/2016;24;46;55;4;76;700
10/12/2016;1;42;52;6;71;600
10/12/2016;2;39;49;6;68;700
10/12/2016;3;42;50;5;62;600
10/12/2016;4;41;50;7;60;600
10/12/2016;5;40;46;2;55;500
10/12/2016;6;37;41;2;54;600
10/12/2016;7;36;42;2;55;500
10/12/2016;8;36;45;2;54;400
10/12/2016;9;33;41;3;49;400
10/12/2016;10;27;33;5;47;400
10/12/2016;11;26;32;4;56;500
10/12/2016;12;31;35;6;50;400
10/12/2016;13;29;34;6;49;400
10/12/2016;14;29;35;6;50;400
10/12/2016;15;26;34;4;51;400
10/12/2016;16;28;34;3;57;500
10/12/2016;17;34;40;2;55;400
10/12/2016;18;30;33;2;54;500
10/12/2016;19;27;31;2;54;500
10/12/2016;20;25;30;6;51;400
10/12/2016;21;28;34;5;52;400
10/12/2016;22;29;31;7;53;400
10/12/2016;23;26;29;4;52;500
10/12/2016;24;29;35;4;54;500
11/12/2016;1;31;38;4;55;400
11/12/2016;2;33;39;3;52;400
11/12/2016;3;32;37;4;49;400
11/12/2016;4;22;25;21;30;200
11/12/2016;5;16;20;25;24;200
11/12/2016;6;15;18;24;30;200
11/12/2016;7;11;15;19;41;200
11/12/2016;8;8;13;21;39;200
11/12/2016;9;6;11;21;40;200
11/12/2016;10;9;14;25;42;200
11/12/2016;11;12;17;33;35;200
11/12/2016;12;11;17;38;38;200
11/12/2016;13;11;17;40;37;200
11/12/2016;14;11;17;46;33;200
11/12/2016;15;11;18;34;38;200
11/12/2016;16;12;19;17;58;300
11/12/2016;17;14;23;22;54;200
11/12/2016;18;15;21;22;49;200
11/12/2016;19;15;20;20;50;200
11/12/2016;20;17;24;16;61;300
11/12/2016;21;18;24;18;56;300
11/12/2016;22;18;25;16;54;200
11/12/2016;23;18;25;12;57;300
11/12/2016;24;19;24;8;55;200
12/12/2016;1;21;25;11;49;300
12/12/2016;2;18;21;25;29;300
12/12/2016;3;11;14;42;15;200
12/12/2016;4;12;16;37;16;200
12/12/2016;5;11;15;29;25;200
12/12/2016;6;9;10;23;35;200
12/12/2016;7;7;10;16;45;300
12/12/2016;8;10;13;14;54;300
12/12/2016;9;11;16;17;54;300
12/12/2016;10;14;20;16;56;300
12/12/2016;11;15;21;21;50;300
12/12/2016;12;13;22;24;46;300
12/12/2016;13;14;22;20;50;300
12/12/2016;14;14;23;19;51;300
12/12/2016;15;12;21;14;59;300
12/12/2016;16;12;20;10;62;300
12/12/2016;17;13;20;10;63;400
12/12/2016;18;14;20;6;65;400
12/12/2016;19;15;21;4;64;400
12/12/2016;20;16;22;5;66;400
12/12/2016;21;21;24;7;60;400
12/12/2016;22;20;23;4;56;400
12/12/2016;23;19;23;7;49;400
12/12/2016;24;18;22;7;46;300
13/12/2016;1;18;23;11;40;300
13/12/2016;2;17;22;12;34;300
13/12/2016;3;17;21;11;35;300
13/12/2016;4;17;20;13;32;300
13/12/2016;5;17;19;7;38;300
13/12/2016;6;16;17;n/d;44;300
13/12/2016;7;16;21;n/d;48;300
13/12/2016;8;17;22;n/d;54;400
13/12/2016;9;19;24;n/d;57;500
13/12/2016;10;20;28;n/d;53;400
13/12/2016;11;19;26;n/d;54;300
13/12/2016;12;20;25;n/d;57;400
13/12/2016;13;21;27;n/d;57;400
13/12/2016;14;22;31;n/d;60;400
13/12/2016;15;21;31;n/d;64;400
13/12/2016;16;21;33;n/d;67;500
13/12/2016;17;23;36;n/d;62;500
13/12/2016;18;25;36;n/d;60;600
13/12/2016;19;25;35;n/d;61;600
13/12/2016;20;26;36;n/d;61;700
13/12/2016;21;28;38;n/d;63;600
13/12/2016;22;28;39;n/d;64;600
13/12/2016;23;27;37;n/d;65;600
13/12/2016;24;26;36;n/d;61;500
14/12/2016;1;25;32;n/d;57;400
14/12/2016;2;25;31;n/d;50;500
14/12/2016;3;24;30;n/d;43;400
14/12/2016;4;22;26;n/d;42;400
14/12/2016;5;23;27;2;46;400
14/12/2016;6;23;27;2;50;400
14/12/2016;7;20;25;2;59;500
14/12/2016;8;22;34;3;60;600
14/12/2016;9;26;39;n/d;53;600
14/12/2016;10;26;40;4;57;500
14/12/2016;11;27;41;7;48;400
14/12/2016;12;27;42;6;59;500
14/12/2016;13;n/d;n/d;n/d;63;500
14/12/2016;14;n/d;n/d;n/d;58;500
14/12/2016;15;29;n/d;n/d;71;500
14/12/2016;16;28;46;3;67;500
14/12/2016;17;28;44;3;67;500
14/12/2016;18;29;42;2;61;500
14/12/2016;19;30;40;2;62;600
14/12/2016;20;33;44;2;66;700
14/12/2016;21;36;50;2;63;500
14/12/2016;22;36;49;2;57;500
14/12/2016;23;38;49;1;54;600
14/12/2016;24;38;46;2;55;600
15/12/2016;1;41;49;2;57;700
15/12/2016;2;43;49;2;52;600
15/12/2016;3;39;44;2;47;500
15/12/2016;4;38;42;2;44;500
15/12/2016;5;37;41;2;41;400
15/12/2016;6;36;41;2;42;400
15/12/2016;7;35;44;1;45;500
15/12/2016;8;36;48;2;51;600
15/12/2016;9;37;54;2;55;700
15/12/2016;10;38;59;n/d;58;600
15/12/2016;11;39;59;6;59;600
15/12/2016;12;44;63;6;63;600
15/12/2016;13;45;62;7;64;600
15/12/2016;14;43;60;5;62;500
15/12/2016;15;37;54;5;60;500
15/12/2016;16;37;51;4;60;500
15/12/2016;17;36;48;3;58;500
15/12/2016;18;35;46;3;52;500
15/12/2016;19;39;47;4;54;600
15/12/2016;20;40;50;4;55;600
15/12/2016;21;39;50;4;55;600
15/12/2016;22;38;48;3;54;500
15/12/2016;23;37;44;3;53;500
15/12/2016;24;33;38;3;49;500
16/12/2016;1;31;36;2;46;400
16/12/2016;2;29;34;3;44;300
16/12/2016;3;26;31;4;42;400
16/12/2016;4;24;29;2;46;400
16/12/2016;5;23;28;6;38;300
16/12/2016;6;21;26;4;42;300
16/12/2016;7;21;26;2;53;400
16/12/2016;8;22;29;2;62;500
16/12/2016;9;21;32;3;61;500
16/12/2016;10;21;34;5;59;500
16/12/2016;11;26;39;7;57;500
16/12/2016;12;27;39;13;48;400
16/12/2016;13;25;33;15;46;300
16/12/2016;14;25;34;13;50;300
16/12/2016;15;22;31;12;53;400
16/12/2016;16;22;33;6;60;400
16/12/2016;17;24;37;4;61;700
16/12/2016;18;23;34;4;60;500
16/12/2016;19;26;33;4;59;500
16/12/2016;20;25;30;4;55;500
16/12/2016;21;26;31;4;55;500
16/12/2016;22;26;32;3;51;400
16/12/2016;23;26;32;4;49;500
16/12/2016;24;29;33;5;53;700
17/12/2016;1;32;38;4;52;600
17/12/2016;2;34;38;4;57;700
17/12/2016;3;33;40;4;50;500
17/12/2016;4;31;36;4;50;500
17/12/2016;5;30;33;4;45;500
17/12/2016;6;27;31;3;43;400
17/12/2016;7;25;28;3;46;400
17/12/2016;8;29;36;4;66;700
17/12/2016;9;34;43;4;53;600
17/12/2016;10;35;40;4;54;600
17/12/2016;11;37;48;5;57;500
17/12/2016;12;40;50;5;56;600
17/12/2016;13;43;50;8;43;400
17/12/2016;14;41;49;6;42;500
17/12/2016;15;41;47;5;41;400
17/12/2016;16;33;38;6;46;300
17/12/2016;17;28;31;11;43;300
17/12/2016;18;22;26;22;33;300
17/12/2016;19;24;28;20;39;200
17/12/2016;20;28;29;18;37;300
17/12/2016;21;29;29;13;38;300
17/12/2016;22;29;30;11;35;300
17/12/2016;23;27;28;8;37;300
17/12/2016;24;26;26;10;37;300
18/12/2016;1;24;25;11;32;300
18/12/2016;2;20;22;7;35;300
18/12/2016;3;19;19;13;29;300
18/12/2016;4;16;17;12;28;300
18/12/2016;5;14;16;14;28;300
18/12/2016;6;13;15;14;25;300
18/12/2016;7;13;14;10;31;300
18/12/2016;8;15;17;7;34;300
18/12/2016;9;15;17;8;35;300
18/12/2016;10;15;16;9;34;300
18/12/2016;11;18;21;8;37;300
18/12/2016;12;19;21;9;37;300
18/12/2016;13;18;20;8;41;400
18/12/2016;14;22;25;5;43;400
18/12/2016;15;22;26;6;42;400
18/12/2016;16;21;24;4;46;400
18/12/2016;17;22;23;4;48;400
18/12/2016;18;21;22;4;44;400
18/12/2016;19;18;21;5;38;400
18/12/2016;20;18;20;6;36;400
18/12/2016;21;19;20;10;33;300
18/12/2016;22;18;18;10;32;300
18/12/2016;23;20;20;10;34;300
18/12/2016;24;18;20;10;32;300
19/12/2016;1;18;19;13;28;300
19/12/2016;2;15;13;16;24;300
19/12/2016;3;12;13;14;26;300
19/12/2016;4;12;13;9;33;300
19/12/2016;5;15;15;14;26;300
19/12/2016;6;14;17;6;31;300
19/12/2016;7;16;21;3;39;300
19/12/2016;8;17;21;3;44;400
19/12/2016;9;17;21;4;39;400
19/12/2016;10;20;23;6;36;400
19/12/2016;11;22;27;9;35;400
19/12/2016;12;25;28;14;32;400
19/12/2016;13;26;28;18;36;400
19/12/2016;14;23;27;24;31;300
19/12/2016;15;20;24;25;36;300
19/12/2016;16;15;21;26;34;300
19/12/2016;17;15;19;22;39;300
19/12/2016;18;16;19;17;45;300
19/12/2016;19;17;22;14;45;400
19/12/2016;20;21;25;12;45;400
19/12/2016;21;23;27;14;39;300
19/12/2016;22;22;27;13;38;400
19/12/2016;23;22;25;16;30;300
19/12/2016;24;22;25;14;29;300
20/12/2016;1;21;25;17;24;200
20/12/2016;2;21;23;15;23;200
20/12/2016;3;21;22;15;24;200
20/12/2016;4;20;22;14;23;300
20/12/2016;5;20;23;11;26;300
20/12/2016;6;22;24;6;31;300
20/12/2016;7;22;26;4;39;300
20/12/2016;8;24;25;3;45;400
20/12/2016;9;25;33;4;43;400
20/12/2016;10;28;40;5;44;400
20/12/2016;11;31;41;7;41;400
20/12/2016;12;32;41;9;44;400
20/12/2016;13;29;35;10;47;400
20/12/2016;14;27;35;9;47;400
20/12/2016;15;26;35;13;43;300
20/12/2016;16;20;26;14;48;300
20/12/2016;17;17;20;15;50;300
20/12/2016;18;17;20;17;47;300
20/12/2016;19;17;19;17;49;400
20/12/2016;20;19;21;17;44;300
20/12/2016;21;21;25;19;40;300
20/12/2016;22;21;25;14;41;300
20/12/2016;23;23;25;7;47;400
20/12/2016;24;26;28;9;41;300
21/12/2016;1;23;26;9;38;300
21/12/2016;2;24;26;9;35;300
21/12/2016;3;24;25;13;33;300
21/12/2016;4;21;24;20;28;300
21/12/2016;5;19;20;13;35;200
21/12/2016;6;20;22;7;39;300
21/12/2016;7;21;25;4;46;300
21/12/2016;8;21;25;4;46;300
21/12/2016;9;21;29;7;47;300
21/12/2016;10;24;31;11;42;300
21/12/2016;11;23;32;15;41;300
21/12/2016;12;22;30;21;37;300
21/12/2016;13;21;28;20;41;300
21/12/2016;14;24;n/d;18;47;300
21/12/2016;15;21;n/d;13;50;300
21/12/2016;16;22;29;8;56;300
21/12/2016;17;26;30;7;57;400
21/12/2016;18;22;28;6;58;400
21/12/2016;19;22;27;8;49;400
21/12/2016;20;25;28;6;51;400
21/12/2016;21;25;27;7;46;300
21/12/2016;22;23;28;9;43;300
21/12/2016;23;22;25;13;36;300
21/12/2016;24;22;23;14;32;300
22/12/2016;1;19;22;19;26;200
22/12/2016;2;15;18;23;23;200
22/12/2016;3;14;14;25;21;200
22/12/2016;4;11;12;27;20;200
22/12/2016;5;9;12;18;28;300
22/12/2016;6;8;8;8;44;300
22/12/2016;7;7;7;6;52;300
22/12/2016;8;5;6;5;57;300
22/12/2016;9;6;n/d;5;57;400
22/12/2016;10;8;n/d;7;56;300
22/12/2016;11;8;11;9;47;300
22/12/2016;12;9;11;8;48;300
22/12/2016;13;10;14;7;48;400
22/12/2016;14;10;14;13;35;300
22/12/2016;15;9;14;13;36;300
